event_number	ed_code	ed_english_name	ed_french_name	province_name_english	province_name_french	ed_rejected_ballot_count	ed_valid_vote_count	ed_electors_on_list_count	total_poll_count	advance_poll_count	mobile_poll_count	svr_group1_ballot_count	svr_group2_ballot_count	svr_total_ballot_count	population_cnt	census_year	judicial_recount_indictator	majority_count	majority_percentage	voter_participation_percentage	elected_first_name	elected_middle_name	elected_last_name	elected_party_english_name	elected_party_french_name	event_english_name	event_french_name	returning_officer
3600	ED10-001	Bonavista--Trinity--Conception	Bonavista--Trinity--Conception	Newfoundland	Terre-Neuve	212	36674	68065	279	16	5	194	113	307	94842	1991	N	570	1.6	54.2	Fred	J.	Mifflin	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Walter Brown                         
3600	ED10-002	Burin--St. George's	Burin--St. George's	Newfoundland	Terre-Neuve	187	30383	55869	219	19	1	290	192	482	79263	1991	N	2169	7.1	54.7	Bill		Matthews	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Allan MacNeil                       
3600	ED10-003	Gander--Grand Falls	Gander--Grand Falls	Newfoundland	Terre-Neuve	155	25681	58598	183	13	1	186	95	281	82408	1991	N	4757	18.5	44.1	George		Baker	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Winnie Roebothan                     
3600	ED10-004	Humber--St. Barbe--Baie Verte	Humber--St. Barbe--Baie Verte	Newfoundland	Terre-Neuve	129	30272	55341	194	10	3	244	182	426	79398	1991	N	232	0.8	54.9	Gerry		Byrne	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Robert Green                         
3600	ED10-005	Labrador	Labrador	Newfoundland	Terre-Neuve	47	12212	20197	75	6	0	99	83	182	30379	1991	N	1567	12.8	60.7	Lawrence	David	O'Brien	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Barbara Roberts                       
3600	ED10-006	St. John's East	St. John's-Est	Newfoundland	Terre-Neuve	214	44350	75839	212	10	0	256	658	914	101057	1991	N	4826	10.9	58.8	Norman	E.	Doyle	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Gerald Tilley                        
3600	ED10-007	St. John's West	St. John's-Ouest	Newfoundland	Terre-Neuve	198	44008	73200	231	13	1	251	337	588	101127	1991	N	3076	7	60.4	Charlie		Power	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Larry Edison                        
3600	ED11-001	Cardigan	Cardigan	Prince Edward Island	Île-du-Prince-Édouard	170	16772	21887	73	4	2	62	200	262	30058	1991	N	99	0.6	77.4	Lawrence		MacAulay	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Mary Dyck                          
3600	ED11-002	Egmont	Egmont	Prince Edward Island	Île-du-Prince-Édouard	158	17552	24992	86	5	1	90	215	305	34266	1991	N	744	4.2	70.9	Joe		McGuire	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Pauline Deighan                       
3600	ED11-003	Hillsborough	Hillsborough	Prince Edward Island	Île-du-Prince-Édouard	177	18670	26453	89	4	3	95	298	393	33976	1991	N	1879	10.1	71.2	George		Proud	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Sharon Knox                          
3600	ED11-004	Malpeque	Malpeque	Prince Edward Island	Île-du-Prince-Édouard	123	17549	24470	72	3	0	60	182	242	31465	1991	N	718	4.1	72.2	Wayne		Easter	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Cecil MacPhail                      
3600	ED12-001	Bras d'Or	Bras d'Or	Nova Scotia	Nouvelle-Écosse	422	42553	57129	183	11	3	207	392	599	78181	1991	N	1217	2.9	75.2	Michelle		Dockrill	N.D.P.	N.P.D.	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Norman Carmichael                    
3600	ED12-002	Cumberland--Colchester	Cumberland--Colchester	Nova Scotia	Nouvelle-Écosse	215	42659	61460	217	13	1	186	485	671	81967	1991	N	7608	17.8	69.8	Bill		Casey	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	H. Starratt                      
3600	ED12-003	Dartmouth	Dartmouth	Nova Scotia	Nouvelle-Écosse	236	37847	58595	181	8	2	432	527	959	84269	1991	N	2028	5.4	65	Wendy		Lill	N.D.P.	N.P.D.	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	William Clair                         
3600	ED12-004	Halifax	Halifax	Nova Scotia	Nouvelle-Écosse	252	44544	65061	204	10	2	385	517	902	84511	1991	N	11476	25.8	68.9	Alexa		McDonough	N.D.P.	N.P.D.	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Jack Armitage                      
3600	ED12-005	Halifax West	Halifax-Ouest	Nova Scotia	Nouvelle-Écosse	203	46237	68989	209	12	0	213	321	534	82395	1991	N	1729	3.7	67.3	Gordon		Earle	N.D.P.	N.P.D.	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Terry Tingley                       
3600	ED12-006	Kings--Hants	Kings--Hants	Nova Scotia	Nouvelle-Écosse	227	47970	73395	229	13	2	313	300	613	94160	1991	N	2886	6	65.7	Scott		Brison	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Alfred McPherson                     
3600	ED12-007	Pictou--Antigonish--Guysborough	Pictou--Antigonish--Guysborough	Nova Scotia	Nouvelle-Écosse	234	42975	60034	214	14	5	189	664	853	80601	1991	N	5345	12.4	72	Peter	G.	MacKay	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Mary Daley                         
3600	ED12-008	Sackville--Eastern Shore	Sackville--Eastern Shore	Nova Scotia	Nouvelle-Écosse	162	40941	61744	211	13	0	229	399	628	79671	1991	Y	41	0.1	66.6	Peter		Stoffer	N.D.P.	N.P.D.	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Paul Hyland                        
3600	ED12-009	South Shore	South Shore	Nova Scotia	Nouvelle-Écosse	213	39270	58653	193	15	4	124	334	458	77900	1991	N	2739	7	67.3	Gerald		Keddy	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Karen Logan                         
3600	ED12-010	Sydney--Victoria	Sydney--Victoria	Nova Scotia	Nouvelle-Écosse	400	43944	59663	188	14	1	286	605	891	83505	1991	N	10886	24.8	74.3	Peter		Mancini	N.D.P.	N.P.D.	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Peggy MacAdam                       
3600	ED12-011	West Nova	West Nova	Nova Scotia	Nouvelle-Écosse	338	38430	52441	177	10	1	148	236	384	72782	1991	N	3310	8.6	73.9	Mark		Muise	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Rose-Aline Gawn                          
3600	ED13-001	Acadie--Bathurst	Acadie--Bathurst	New Brunswick	Nouveau-Brunswick	1318	52094	67912	228	14	8	163	445	608	87613	1991	N	2692	5.2	78.6	Yvon		Godin	N.D.P.	N.P.D.	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Norbert Sivret                        
3600	ED13-002	Beauséjour--Petitcodiac	Beauséjour--Petitcodiac	New Brunswick	Nouveau-Brunswick	503	47458	63203	194	11	4	118	260	378	80959	1991	N	1975	4.2	75.9	Angela		Vautour	N.D.P.	N.P.D.	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Valmon Thibodeau                     
3600	ED13-003	Charlotte	Charlotte	New Brunswick	Nouveau-Brunswick	204	32333	44441	152	14	3	92	292	384	57994	1991	N	6224	19.2	73.2	Greg		Thompson	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	W. Brown                         
3600	ED13-004	Fredericton	Fredericton	New Brunswick	Nouveau-Brunswick	253	35912	53782	160	8	2	265	325	590	71263	1991	N	1417	3.9	67.2	Andy		Scott	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	John Landry                        
3600	ED13-005	Fundy--Royal	Fundy--Royal	New Brunswick	Nouveau-Brunswick	249	40255	53173	170	14	0	102	337	439	70836	1991	N	6523	16.2	76.2	John		Herron	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Lynda Chappell                      
3600	ED13-006	Madawaska--Restigouche	Madawaska--Restigouche	New Brunswick	Nouveau-Brunswick	1606	40444	55613	181	13	6	148	450	598	73473	1991	N	5386	13.3	75.6	Jean		Dubé	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Laurier Lévesque                      
3600	ED13-007	Miramichi	Miramichi	New Brunswick	Nouveau-Brunswick	916	34425	45799	147	10	2	170	299	469	60360	1991	N	3354	9.7	77.2	Charles		Hubbard	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Fred Hamilton                      
3600	ED13-008	Moncton	Moncton	New Brunswick	Nouveau-Brunswick	486	46798	67158	198	7	5	194	292	486	83743	1991	N	8929	19.1	70.4	Claudette		Bradshaw	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Ghislaine Ringuette Crawford            
3600	ED13-009	Saint John	Saint John	New Brunswick	Nouveau-Brunswick	247	35217	52950	166	10	4	205	500	705	75136	1991	N	16615	47.2	67	Elsie	E.	Wayne	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Fred Fuller                        
3600	ED13-010	Tobique--Mactaquac	Tobique--Mactaquac	New Brunswick	Nouveau-Brunswick	424	33779	47499	159	12	1	105	646	751	62523	1991	N	1935	5.7	72	Gilles		Bernier	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Jean-Guy Beaulieu                      
3600	ED24-001	Abitibi	Abitibi	Quebec	Québec	1505	38411	65737	201	13	4	164	257	421	92396	1991	N	2635	6.9	60.7	Guy		St-Julien	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Claire Gilbert                       
3600	ED24-002	Ahuntsic	Ahuntsic	Quebec	Québec	1609	58820	75839	218	10	1	110	424	534	106022	1991	N	10282	17.5	79.7	Eleni		Bakopanos	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Jacques Pelletier                     
3600	ED24-003	Anjou--Rivière-des-Prairies	Anjou--Rivière-des-Prairies	Quebec	Québec	1669	51131	67976	185	7	1	100	296	396	91446	1991	N	7631	14.9	77.7	Yvon		Charbonneau	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Pauline Hamel                         
3600	ED24-004	Argenteuil--Papineau	Argenteuil--Papineau	Quebec	Québec	1869	51871	75301	219	12	1	106	288	394	89815	1991	N	3554	6.9	71.4	Maurice		Dumas	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Lisette Lévesque                      
3600	ED24-005	Beauce	Beauce	Quebec	Québec	1108	45121	72343	221	13	3	92	131	223	96478	1991	N	10154	22.5	63.9	Claude		Drouin	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Patrick Rodrigue                      
3600	ED24-006	Beauharnois--Salaberry	Beauharnois--Salaberry	Quebec	Québec	2217	51487	69450	201	11	1	90	747	837	93197	1991	N	3223	6.3	77.3	Daniel		Turp	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	André Comeau                        
3600	ED24-007	Beauport--Montmorency--Orléans	Beauport--Montmorency--Orléans	Quebec	Québec	2136	51164	75840	216	10	6	122	296	418	97307	1991	N	8131	15.9	70.3	Michel		Guimond	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Paul-André Beaubien                      
3600	ED24-008	Bellechasse--Etchemins--Montmagny--L'Islet	Bellechasse--Etchemins--Montmagny--L'Islet	Quebec	Québec	1296	42124	63838	203	10	1	106	88	194	84053	1991	Y	47	0.1	68	Gilbert		Normand	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Marthe Pelletier                     
3600	ED24-009	Berthier--Montcalm	Berthier--Montcalm	Quebec	Québec	2794	62127	91867	263	13	4	116	149	265	109276	1991	N	17634	28.4	70.7	Michel		Bellehumeur	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Colette Laferrière                    
3600	ED24-010	Bourassa	Bourassa	Quebec	Québec	1800	45514	63341	186	10	2	93	503	596	94214	1991	N	8952	19.7	74.7	Denis		Coderre	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	André Ouimet                        
3600	ED24-011	Brome--Missisquoi	Brome--Missisquoi	Quebec	Québec	1346	45464	61553	170	8	0	102	747	849	80316	1991	N	6491	14.3	76	Denis		Paradis	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Denis Leclerc                       
3600	ED24-012	Brossard--La Prairie	Brossard--La Prairie	Quebec	Québec	1658	52906	69182	194	8	1	99	375	474	94367	1991	N	7334	13.9	78.9	Jacques		Saada	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Pierre Robitaille                    
3600	ED24-013	Chambly	Chambly	Quebec	Québec	2501	52970	73357	195	10	0	101	320	421	91972	1991	N	12048	22.7	75.6	Ghislain		Lebel	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Guy Lafontaine                    
3600	ED24-014	Champlain	Champlain	Quebec	Québec	2432	47018	67129	197	11	0	134	684	818	88479	1991	N	7772	16.5	73.7	Réjean		Lefebvre	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Guy Éthier                        
3600	ED24-015	Charlesbourg	Charlesbourg	Quebec	Québec	2342	56068	79031	218	10	2	259	321	580	100011	1991	N	3928	7	73.9	Richard		Marceau	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Sophie Ouellet                       
3600	ED24-016	Charlevoix	Charlevoix	Quebec	Québec	1139	36527	58730	192	12	3	105	162	267	79200	1991	N	9954	27.3	64.1	Gérard		Asselin	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Blondin Moreau                        
3600	ED24-017	Châteauguay	Châteauguay	Quebec	Québec	2553	56982	78422	223	12	0	71	241	312	99210	1991	N	6742	11.8	75.9	Maurice		Godin	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Bernard Renaud                        
3600	ED24-018	Chicoutimi	Chicoutimi	Quebec	Québec	1324	42571	64122	181	12	2	251	191	442	86048	1991	N	317	0.7	68.5	André		Harvey	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Ghislain Harvey                        
3600	ED24-019	Compton--Stanstead	Compton--Stanstead	Quebec	Québec	1102	40637	55705	168	11	4	84	179	263	73033	1991	N	4758	11.7	74.9	David		Price	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Debra Martin                        
3600	ED24-020	Drummond	Drummond	Quebec	Québec	1811	43960	62407	182	9	4	76	511	587	79654	1991	N	3800	8.6	73.3	Pauline		Picard	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	André Lepage                        
3600	ED24-021	Frontenac--Mégantic	Frontenac--Mégantic	Quebec	Québec	1179	38903	52876	168	11	4	89	195	284	70106	1991	N	465	1.2	75.8	Jean-Guy		Chrétien	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	André Pomerleau                     
3600	ED24-022	Bonaventure--Gaspé--Îles-de-la-Madeleine--Pabok	Bonaventure--Gaspé--Îles-de-la-Madeleine--Pabok	Quebec	Québec	989	38733	57617	183	11	3	112	214	326	76455	1991	N	179	0.5	68.9	Yvan		Bernier	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	J. Henry                         
3600	ED24-023	Gatineau	Gatineau	Quebec	Québec	1493	54500	84066	252	12	2	217	426	643	108585	1991	N	9512	17.5	66.6	Mark		Assad	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Gilles Trahan                        
3600	ED24-024	Hochelaga--Maisonneuve	Hochelaga--Maisonneuve	Quebec	Québec	2188	47675	68720	202	9	5	142	275	417	97348	1991	N	5630	11.8	72.6	Réal		Ménard	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Jules Léger                         
3600	ED24-025	Hull--Aylmer	Hull--Aylmer	Quebec	Québec	1114	47748	69366	205	11	3	258	454	712	92951	1991	N	15913	33.3	70.4	Marcel		Massé	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Suzanne Carrière                      
3600	ED24-026	Joliette	Joliette	Quebec	Québec	2407	48570	69304	192	11	4	85	258	343	87360	1991	N	5188	10.7	73.6	René		Laurin	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Bernard Lajeunesse                    
3600	ED24-027	Jonquière	Jonquière	Quebec	Québec	1047	33798	51844	148	9	2	138	415	553	69622	1991	N	4607	13.6	67.2	Jocelyne		Bujold Girard	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Danielle Godin                         
3600	ED24-028	Kamouraska--Rivière-du-Loup--Témiscouata--Les Basques	Kamouraska--Rivière-du-Loup--Témiscouata--Les Basques	Quebec	Québec	1314	43160	66748	214	13	2	114	276	390	88426	1991	N	2399	5.6	66.6	Paul		Crête	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Pierrette Couillard                     
3600	ED24-029	Notre-Dame-de-Grâce--Lachine	Notre-Dame-de-Grâce--Lachine	Quebec	Québec	1053	52305	68644	204	9	2	117	545	662	101519	1991	N	19232	36.8	77.7	Marlene		Jennings	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Rolande Sentenne                      
3600	ED24-030	Lac-Saint-Jean	Lac-Saint-Jean	Quebec	Québec	929	33851	51184	152	10	1	130	226	356	69086	1991	N	14397	42.5	68	Stéphan		Tremblay	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Noël Girard                        
3600	ED24-031	Lac-Saint-Louis	Lac-Saint-Louis	Quebec	Québec	574	61743	74550	207	9	3	123	662	785	101615	1991	N	31320	50.7	83.6	Clifford		Lincoln	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Lorraine Proctor-Singh                 
3600	ED24-032	LaSalle--Émard	LaSalle--Émard	Quebec	Québec	1642	53088	70173	197	8	0	94	345	439	100499	1991	N	19364	36.5	78	Paul		Martin	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Gérald Rémy                          
3600	ED24-033	Laurentides	Laurentides	Quebec	Québec	2041	62640	91862	269	12	1	130	1105	1235	108801	1991	N	9594	15.3	70.4	Monique		Guay	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Denise Lavoie                        
3600	ED24-034	Laurier--Sainte-Marie	Laurier--Sainte-Marie	Quebec	Québec	2260	48571	72606	204	9	0	208	605	813	96487	1991	N	15392	31.7	70	Gilles		Duceppe	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Isabelle Hontebeyrie                   
3600	ED24-035	Laval Centre	Laval-Centre	Quebec	Québec	2292	57210	77895	217	9	1	81	270	351	102538	1991	N	2446	4.3	76.4	Madeleine		Dalphond-Guiral	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Michel Marchand                      
3600	ED24-036	Laval East	Laval-Est	Quebec	Québec	2246	60049	78364	222	8	3	104	305	409	103189	1991	N	3814	6.4	79.5	Maud		Debien	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Jean-François Longpré                       
3600	ED24-037	Laval West	Laval-Ouest	Quebec	Québec	1978	64550	84109	223	10	1	99	518	617	108671	1991	N	12019	18.6	79.1	Raymonde		Folco	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Jocelyne Lavoie                        
3600	ED24-038	Lévis	Lévis	Quebec	Québec	2804	61637	89862	237	10	1	113	932	1045	112409	1991	N	10614	17.2	71.7	Antoine		Dubé	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Monique Garcia                        
3600	ED24-039	Longueuil	Longueuil	Quebec	Québec	1961	41754	61159	170	7	0	125	215	340	82740	1991	N	8830	21.1	71.5	Caroline		St-Hilaire	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Yvon Verrier                       
3600	ED24-040	Lotbinière	Lotbinière	Quebec	Québec	1301	35254	50585	154	8	3	63	90	153	69325	1991	N	3007	8.5	72.3	Odina		Desrochers	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Véronique Larochelle                    
3600	ED24-041	Louis-Hébert	Louis-Hébert	Quebec	Québec	1546	59353	78913	237	10	1	175	580	755	97757	1991	N	3698	6.2	77.2	Hélène		Alarie	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Jacques Charpentier                   
3600	ED24-042	Manicouagan	Manicouagan	Quebec	Québec	810	25924	39526	132	8	1	142	198	340	54984	1991	N	1532	5.9	67.6	Ghislain		Fournier	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Nicole Blouin                        
3600	ED24-043	Matapédia--Matane	Matapédia--Matane	Quebec	Québec	1082	35037	55386	191	13	6	111	288	399	74777	1991	N	5136	14.7	65.2	René		Canuel	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Jocelyne Lévesque                      
3600	ED24-044	Mercier	Mercier	Quebec	Québec	2487	48279	70737	200	9	2	95	317	412	96502	1991	N	10588	21.9	71.8	Francine		Lalonde	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	André Laverdure                     
3600	ED24-045	Mount Royal	Mont-Royal	Quebec	Québec	492	48369	62055	184	11	1	77	445	522	92859	1991	N	20025	41.4	78.7	Sheila		Finestone	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Eiran Harris                        
3600	ED24-046	Outremont	Outremont	Quebec	Québec	1258	44411	61703	172	7	2	135	597	732	95153	1991	N	9663	21.8	74	Martin		Cauchon	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Henriette Guérin                        
3600	ED24-047	Papineau--Saint-Denis	Papineau--Saint-Denis	Quebec	Québec	1676	48718	66706	186	7	2	88	266	354	106546	1991	N	12177	25	75.5	Pierre		Pettigrew	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Sylvie Jacmain                       
3600	ED24-048	Pierrefonds--Dollard	Pierrefonds--Dollard	Quebec	Québec	729	57920	73444	205	8	3	82	589	671	105320	1991	N	27930	48.2	79.9	Bernard		Patry	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Renée Desmarais                     
3600	ED24-049	Pontiac--Gatineau--Labelle	Pontiac--Gatineau--Labelle	Quebec	Québec	1064	49665	76014	251	15	0	127	130	257	94730	1991	N	6839	13.8	66.7	Robert		Bertrand	Liberal	Libéral	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Don Laporte                       
3600	ED24-050	Portneuf	Portneuf	Quebec	Québec	2018	42988	65151	175	9	3	264	137	401	81543	1991	N	5941	13.8	69.1	Pierre		de Savoye	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Gertrude Renaud                        
3600	ED24-051	Québec	Québec	Quebec	Québec	2964	55744	80368	235	11	3	234	437	671	103409	1991	N	6755	12.1	73	Christiane		Gagnon	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Claude Doré                          
3600	ED24-052	Québec East	Québec-Est	Quebec	Québec	2625	59040	84707	231	11	2	247	259	506	104857	1991	N	4706	8	72.8	Jean-Paul		Marchand	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Claude Berthelot                     
3600	ED24-053	Repentigny	Repentigny	Quebec	Québec	3323	59130	84686	227	9	1	56	221	277	106706	1991	N	20788	35.2	73.7	Benoît		Sauvageau	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Claude Martel                        
3600	ED24-054	Richelieu	Richelieu	Quebec	Québec	2418	48217	66566	200	11	0	85	422	507	88821	1991	N	12480	25.9	76.1	Louis		Plamondon	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Michel Longval                       
3600	ED24-055	Richmond--Arthabaska	Richmond--Arthabaska	Quebec	Québec	1759	52260	72969	220	14	0	122	239	361	95749	1991	N	2368	4.5	74	André		Bachand	Progressive Conservative	Progressiste-Conservateur	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Denis Dufour                        
3600	ED24-056	Rimouski--Mitis	Rimouski--Mitis	Quebec	Québec	1211	36774	55665	174	10	5	150	241	391	71447	1991	N	6170	16.8	68.2	Suzanne		Tremblay	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Jacques Roy                           
3600	ED24-057	Roberval	Roberval	Quebec	Québec	1028	31107	51844	157	12	0	86	95	181	72854	1991	N	8031	25.8	62	Michel		Gauthier	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Suzanne Côté                          
3600	ED24-058	Rosemont	Rosemont	Quebec	Québec	2543	49570	73551	217	10	2	139	270	409	104415	1991	N	7361	14.8	70.9	Bernard		Bigras	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Ginette Dufresne                      
3600	ED24-059	Témiscamingue	Témiscamingue	Quebec	Québec	1537	39739	61340	198	13	0	122	350	472	84524	1991	N	5850	14.7	67.3	Pierre		Brien	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Jeannine Beaulieu                      
3600	ED24-060	Saint-Eustache--Sainte-Thérèse	Saint-Eustache--Sainte-Thérèse	Quebec	Québec	2720	55556	79701	236	9	0	84	318	402	103005	1991	N	9527	17.1	73.1	Gilles-A.		Perron	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	Michel Binette                       
3600	ED24-061	Saint-Bruno--Saint-Hubert	Saint-Bruno--Saint-Hubert	Quebec	Québec	2195	52649	71590	196	10	2	140	296	436	97901	1991	N	6480	12.3	76.6	Pierrette		Venne	Bloc Québécois	Bloc Québécois	Thirty-sixth General Election 1997	Trente-sixième élection générale 1997	André Nadeau                        
