event_number	ed_code	ed_english_name	ed_french_name	province_name_english	province_name_french	ed_rejected_ballot_count	ed_valid_vote_count	ed_electors_on_list_count	total_poll_count	advance_poll_count	mobile_poll_count	svr_group1_ballot_count	svr_group2_ballot_count	svr_total_ballot_count	population_cnt	census_year	judicial_recount_indictator	majority_count	majority_percentage	voter_participation_percentage	elected_first_name	elected_middle_name	elected_last_name	elected_party_english_name	elected_party_french_name	event_english_name	event_french_name	returning_officer
3700	ED47-011	Souris--Moose Mountain	Souris--Moose Mountain	Saskatchewan	Saskatchewan	98	30464	48533	163	12	0	67	825	892	70848	1996	N	14523	47.7	63	Roy	H.	Bailey	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Michel Bauche
3700	ED47-012	Saskatoon--Wanuskewin	Saskatoon--Wanuskewin	Saskatchewan	Saskatchewan	86	33104	53862	163	8	8	56	445	501	74817	1996	N	9382	28.3	61.6	Maurice		Vellacott	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	A. Anstis
3700	ED47-013	Wascana	Wascana	Saskatchewan	Saskatchewan	98	34583	55698	174	12	1	94	319	413	73079	1996	N	1752	5.1	62.3	Ralph		Goodale	Liberal	Libéral	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Al Zabinsky
3700	ED47-014	Yorkton--Melville	Yorkton--Melville	Saskatchewan	Saskatchewan	103	31721	50038	184	16	0	69	295	364	71190	1996	N	14825	46.7	63.6	Garry		Breitkreuz	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Eugene Wiwchar
3700	ED48-001	Athabasca	Athabasca	Alberta	Alberta	104	34478	61446	173	11	5	62	301	363	84541	1996	N	8982	26.1	56.3	Dave		Chatters	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Doug Rice
3700	ED48-002	Calgary Centre	Calgary-Centre	Alberta	Alberta	213	57242	101181	254	11	6	145	652	797	116516	1996	N	4304	7.5	56.8	Joe		Clark	Progressive Conservative	Progressiste-Conservateur	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Trudy Hughes
3700	ED48-003	Calgary East	Calgary-Est	Alberta	Alberta	118	33436	69624	187	7	1	55	292	347	100254	1996	N	11298	33.8	48.2	Deepak		Obhrai	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Nora O'Connell
3700	ED48-004	Calgary Northeast	Calgary-Nord-Est	Alberta	Alberta	306	45157	89878	215	8	2	63	417	480	115400	1996	N	18401	40.7	50.6	Art		Hanger	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Shannon Pitts
3700	ED48-005	Calgary--Nose Hill	Calgary--Nose Hill	Alberta	Alberta	123	59715	100544	253	10	1	80	747	827	113398	1996	N	24302	40.7	59.5	Diane		Ablonczy	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Marilla Silbernagel
3700	ED48-006	Calgary Southeast	Calgary-Sud-Est	Alberta	Alberta	116	54533	85536	229	9	1	91	500	591	101810	1996	N	23139	42.4	63.9	Jason		Kenney	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Cheryl Schuett
3700	ED48-007	Calgary Southwest	Calgary-Sud-Ouest	Alberta	Alberta	158	53275	84905	218	8	3	112	718	830	103508	1996	N	25850	48.5	62.9	Preston		Manning	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Melvin Hansen
3700	ED48-008	Calgary West	Calgary-Ouest	Alberta	Alberta	122	61468	99550	263	11	7	184	780	964	116226	1996	N	19963	32.5	61.9	Rob		Anders	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Catherine Wilson
3700	ED48-009	Crowfoot	Crowfoot	Alberta	Alberta	117	47857	72488	216	12	10	70	550	620	99532	1996	N	26989	56.4	66.2	Kevin		Sorenson	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Alice Killam
3700	ED48-010	Edmonton Centre-East 	Edmonton-Centre-Est	Alberta	Alberta	156	41869	78673	231	10	2	150	393	543	107923	1996	N	3445	8.2	53.4	Peter		Goldring	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Bill Mukanik
3700	ED48-011	Edmonton North	Edmonton-Nord	Alberta	Alberta	174	43075	75604	194	7	3	203	455	658	99982	1996	N	7277	16.9	57.2	Deborah		Grey	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Phyllis Basaraba
3700	ED48-012	Edmonton Southeast	Edmonton-Sud-Est	Alberta	Alberta	139	41493	67337	171	7	1	68	440	508	95287	1996	N	4717	11.4	61.8	David		Kilgour	Liberal	Libéral	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Donna Wilson
3700	ED48-013	Edmonton Southwest	Edmonton-Sud-Ouest	Alberta	Alberta	126	53626	83890	203	8	3	74	763	837	102210	1996	N	7974	14.9	64.1	James		Rajotte	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Patricia Collins
3700	ED48-014	Edmonton--Strathcona	Edmonton--Strathcona	Alberta	Alberta	182	55859	89248	251	11	9	124	564	688	104973	1996	N	5647	10.1	62.8	Rahim		Jaffer	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Lloyd Johnson
3700	ED48-015	Edmonton West	Edmonton-Ouest	Alberta	Alberta	169	49675	88544	232	9	5	135	678	813	105931	1996	N	733	1.5	56.3	Anne		McLellan	Liberal	Libéral	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Don Williams
3700	ED48-016	Elk Island	Elk Island	Alberta	Alberta	118	52513	78983	233	13	5	124	557	681	101628	1996	N	24441	46.5	66.6	Ken		Epp	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Norman Ashdown
3700	ED48-017	Lakeland	Lakeland	Alberta	Alberta	132	44840	70660	227	13	13	214	239	453	104692	1996	N	20298	45.3	63.6	Leon		Benoit	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Paul Boisvert
3700	ED48-018	Lethbridge	Lethbridge	Alberta	Alberta	163	46015	74568	211	12	5	72	481	553	99753	1996	N	22583	49.1	61.9	Rick		Casson	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Arleen Albiez
3700	ED48-019	Macleod	Macleod	Alberta	Alberta	116	43944	70197	181	8	6	66	654	720	88781	1996	N	24704	56.2	62.8	Grant		Hill	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Grace M. Kirkey
3700	ED48-020	Medicine Hat	Medicine Hat	Alberta	Alberta	111	41915	71588	206	12	2	81	490	571	96769	1996	N	26742	63.8	58.7	Monte		Solberg	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Frank Tarnoczi
3700	ED48-021	Peace River	Peace River	Alberta	Alberta	111	41938	76363	246	17	7	52	474	526	114165	1996	N	21013	50.1	55.1	Charlie		Penson	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Lise Dombroskie
3700	ED48-022	Red Deer	Red Deer	Alberta	Alberta	113	50872	84409	222	13	6	98	550	648	110736	1996	N	30418	59.8	60.4	Bob		Mills	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Glenda Molgat
3700	ED48-023	St. Albert	St. Albert	Alberta	Alberta	176	55034	83800	222	12	6	124	519	643	105853	1996	N	19108	34.7	65.9	John		Williams	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Percy Wright
3700	ED48-024	Wetaskiwin	Wetaskiwin	Alberta	Alberta	106	48451	75900	211	13	4	65	353	418	102152	1996	N	25357	52.3	64	Dale		Johnston	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Ralph Scarlett
3700	ED48-025	Wild Rose	Wild Rose	Alberta	Alberta	175	57125	91655	236	10	4	63	578	641	108656	1996	N	32823	57.5	62.5	Myron		Thompson	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Edwin Eggerer
3700	ED48-026	Yellowhead	Yellowhead	Alberta	Alberta	151	40594	67430	205	17	4	61	304	365	96150	1996	N	20476	50.4	60.4	Rob		Merrifield	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Alan Clark
3700	ED59-001	Burnaby--Douglas	Burnaby--Douglas	British Columbia	Colombie-Britannique	225	45515	73370	211	10	3	75	301	376	113409	1996	N	1961	4.3	62.3	Svend		Robinson	N.D.P.	N.P.D.	Thirty-seventh general election 2000	Trente-septième élection générale 2000	James Pavich
3700	ED59-002	Cariboo--Chilcotin	Cariboo--Chilcotin	British Columbia	Colombie-Britannique	104	32220	53434	187	9	3	36	405	441	81881	1996	N	12658	39.3	60.5	Philip		Mayfield	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Elizabeth Robertson
3700	ED59-003	Delta--South Richmond	Delta--South Richmond	British Columbia	Colombie-Britannique	170	54380	82852	227	10	2	77	412	489	122064	1996	N	15024	27.6	65.8	John	M.	Cummins	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Ruth Little
3700	ED59-004	Dewdney--Alouette	Dewdney--Alouette	British Columbia	Colombie-Britannique	210	48237	76439	209	9	3	40	403	443	111692	1996	N	19464	40.4	63.4	Grant		McNally	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Lucille Sloan
3700	ED59-005	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	British Columbia	Colombie-Britannique	157	48223	78669	211	10	0	266	501	767	107111	1996	N	12446	25.8	61.5	Keith		Martin	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	John Mackenzie
3700	ED59-006	Fraser Valley	Fraser Valley	British Columbia	Colombie-Britannique	164	55034	86387	256	13	8	188	555	743	121901	1996	N	29544	53.7	63.9	Chuck		Strahl	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Jorgen Munck
3700	ED59-007	Kamloops, Thompson and Highland Valleys	Kamloops, Thompson and Highland Valleys	British Columbia	Colombie-Britannique	117	48520	72188	232	11	2	92	657	749	99356	1996	N	9977	20.6	67.4	Betty		Hinton	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Alan Knight
3700	ED59-008	Kelowna	Kelowna	British Columbia	Colombie-Britannique	223	56853	89153	244	11	6	96	805	901	115814	1996	N	20246	35.6	64	Werner		Schmidt	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	James  Hubay
3700	ED59-009	Kootenay--Columbia	Kootenay--Columbia	British Columbia	Colombie-Britannique	139	37864	58326	197	12	5	85	467	552	85287	1996	N	20082	53	65.2	Jim		Abbott	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Leanne Blackmore
3700	ED59-010	Langley--Abbotsford	Langley--Abbotsford	British Columbia	Colombie-Britannique	186	55355	82972	213	4	3	61	405	466	124831	1996	N	29256	52.9	66.9	Randy		White	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Roger Patillo
3700	ED59-011	Nanaimo--Alberni	Nanaimo--Alberni	British Columbia	Colombie-Britannique	163	52558	81188	242	11	5	63	702	765	109806	1996	N	15639	29.8	64.9	James	D.	Lunney	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Joanne Melling
3700	ED59-012	Nanaimo--Cowichan	Nanaimo--Cowichan	British Columbia	Colombie-Britannique	164	50695	78772	243	13	4	118	529	647	114986	1996	N	12784	25.2	64.6	Reed		Elley	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Deborah Walker-Morel
3700	ED59-013	New Westminster--Coquitlam--Burnaby	New Westminster--Coquitlam--Burnaby	British Columbia	Colombie-Britannique	206	47075	78658	219	9	2	71	285	356	113583	1996	N	6119	13	60.1	Paul		Forseth	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Maureen McCulloch
3700	ED59-014	Okanagan--Shuswap	Okanagan--Shuswap	British Columbia	Colombie-Britannique	118	47874	73143	233	13	5	72	1010	1082	103748	1996	N	19490	40.7	65.6	Darrel		Stinson	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Joy Lett
3700	ED59-015	North Vancouver	North Vancouver	British Columbia	Colombie-Britannique	164	55976	81601	231	10	1	81	669	750	122713	1996	N	9577	17.1	68.8	Ted		White	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Geoff Thorpe
3700	ED59-016	Okanagan--Coquihalla	Okanagan--Coquihalla	British Columbia	Colombie-Britannique	166	48502	74297	238	13	7	80	798	878	102463	1996	N	18871	38.9	65.5	Stockwell		Day	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	William Genereux
3700	ED59-017	Port Moody--Coquitlam--Port Coquitlam	Port Moody--Coquitlam--Port Coquitlam	British Columbia	Colombie-Britannique	187	57621	91222	251	12	3	69	317	386	130605	1996	N	11694	20.3	63.4	James		Moore	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Dianna Brown
3700	ED59-018	Prince George--Bulkley Valley	Prince George--Bulkley Valley	British Columbia	Colombie-Britannique	139	35005	59286	184	10	0	52	537	589	93151	1996	N	12394	35.4	59.3	Dick		Harris	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Cliff Dezell
3700	ED59-019	Prince George--Peace River	Prince George--Peace River	British Columbia	Colombie-Britannique	118	34245	60658	193	13	3	60	378	438	97399	1996	N	18521	54.1	56.7	Jay		Hill	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Holly Tryon
3700	ED59-020	Richmond	Richmond	British Columbia	Colombie-Britannique	218	47431	77226	207	9	3	58	526	584	122733	1996	N	1124	2.4	61.7	Joe		Peschisolido	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Alma McDonald
3700	ED59-021	Saanich--Gulf Islands	Saanich--Gulf Islands	British Columbia	Colombie-Britannique	165	58835	83574	232	10	3	155	895	1050	107104	1996	N	6390	10.9	70.6	Gary		Lunn	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Sandra Neve
3700	ED59-022	Skeena	Skeena	British Columbia	Colombie-Britannique	122	29928	50363	171	11	3	48	616	664	83598	1996	N	4073	13.6	59.7	Andy		Burton	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Bruce Forward
3700	ED59-023	South Surrey--White Rock--Langley	South Surrey--White Rock--Langley	British Columbia	Colombie-Britannique	117	47979	70916	217	8	6	65	669	734	93596	1996	N	18562	38.7	67.8	Val		Meredith	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Patrick Lucier
3700	ED59-024	Surrey Central	Surrey-Centre	British Columbia	Colombie-Britannique	196	57765	97421	268	10	1	53	523	576	149468	1996	N	10299	17.8	59.5	Gurmant		Grewal	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Baljit Grewal
3700	ED59-025	Surrey North	Surrey-Nord	British Columbia	Colombie-Britannique	192	35600	64583	172	8	3	59	288	347	106645	1996	N	9694	27.2	55.4	Chuck		Cadman	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Teresa Honeywill
3700	ED59-026	Vancouver Centre	Vancouver-Centre	British Columbia	Colombie-Britannique	280	58044	96399	286	12	5	157	678	835	116083	1996	N	9377	16.2	60.5	Hedy		Fry	Liberal	Libéral	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Donna Celle
3700	ED59-027	Vancouver East	Vancouver-Est	British Columbia	Colombie-Britannique	444	39781	71989	185	9	4	116	325	441	109021	1996	N	3397	8.5	55.9	Libby		Davies	N.D.P.	N.P.D.	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Malcolm Bryson
3700	ED59-028	Vancouver Island North	Île de Vancouver-Nord	British Columbia	Colombie-Britannique	131	48679	75698	253	13	3	221	943	1164	112267	1996	N	12752	26.2	64.5	John		Duncan	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Kristie Woodrow
3700	ED59-029	Vancouver Kingsway	Vancouver Kingsway	British Columbia	Colombie-Britannique	316	37421	67413	181	7	2	41	290	331	113521	1996	N	5042	13.5	56	Sophia		Leung	Liberal	Libéral	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Bill Yuen
3700	ED59-030	Vancouver Quadra	Vancouver Quadra	British Columbia	Colombie-Britannique	194	49632	78664	192	9	7	131	840	971	111761	1996	N	3640	7.3	63.3	Stephen		Owen	Liberal	Libéral	Thirty-seventh general election 2000	Trente-septième élection générale 2000	E. Tyson
3700	ED59-031	Vancouver South--Burnaby	Vancouver-Sud--Burnaby	British Columbia	Colombie-Britannique	288	41467	71523	197	8	5	53	270	323	113830	1996	N	2321	5.6	58.4	Herb		Dhaliwal	Liberal	Libéral	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Louise Scheffer
3700	ED59-032	Victoria	Victoria	British Columbia	Colombie-Britannique	204	55637	87866	242	11	8	225	895	1120	103774	1996	N	7228	13	63.6	David		Anderson	Liberal	Libéral	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Janet Baird
3700	ED59-033	Kootenay--Boundary--Okanagan	Kootenay--Boundary--Okanagan	British Columbia	Colombie-Britannique	238	41512	64366	204	7	6	58	717	775	92916	1996	N	8029	19.3	64.9	Jim		Gouk	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Hans Hubert
3700	ED59-034	West Vancouver--Sunshine Coast	West Vancouver--Sunshine Coast	British Columbia	Colombie-Britannique	155	53258	83706	239	11	5	106	988	1094	116383	1996	N	11377	21.4	63.8	John		Reynolds	Canadian Alliance	Alliance Canadienne	Thirty-seventh general election 2000	Trente-septième élection générale 2000	J. North
3700	ED60-001	Yukon	Yukon	Yukon Territory	Territoire du Yukon	53	13219	20901	86	14	1	29	586	615	30766	1996	N	70	0.5	63.5	Larry		Bagnell	Liberal	Libéral	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Dave Brekke
3700	ED61-002	Western Arctic	Western Arctic	Northwest Territories	Territoires du Nord-Ouest	72	12840	24716	92	7	0	94	438	532	24730	1996	N	2425	18.9	52.2	Ethel		Blondin-Andrew	Liberal	Libéral	Thirty-seventh general election 2000	Trente-septième élection générale 2000	David Connelly
3700	ED62-001	Nunavut	Nunavut	Nunavut	Nunavut	54	7719	14369	46	5	0	19	41	60	39672	1996	N	3917	50.7	54.1	Nancy		Karetak-Lindell	Liberal	Libéral	Thirty-seventh general election 2000	Trente-septième élection générale 2000	Sandy Kusugak
